weld force(bar),weld current(kA),weld Voltage(v),weld time(ms)
2.29,14.74,2.7030000000000003,71.0
2.2800000000000002,14.76,2.707,71.0
2.2800000000000002,14.76,2.707,72.0
2.2800000000000002,14.72,2.71,71.0
2.2800000000000002,14.72,2.71,73.0
2.29,14.750000000000002,2.7039999999999997,72.0
2.29,14.750000000000002,2.7039999999999997,72.0
2.3,14.799999999999999,2.702,72.0
2.3,14.799999999999999,2.702,72.0
2.2600000000000002,14.750000000000002,2.698,72.0
2.2600000000000002,14.750000000000002,2.698,72.0
2.3,14.790000000000001,2.697,72.0
2.3,14.790000000000001,2.697,72.0
2.2600000000000002,14.74,2.7,72.0
2.2600000000000002,14.74,2.7,71.0
2.27,14.74,2.7039999999999997,71.0
2.27,14.74,2.7039999999999997,72.0
2.2800000000000002,14.78,2.7039999999999997,71.0
2.2800000000000002,14.78,2.7039999999999997,73.0
2.29,14.78,2.702,72.0
2.29,14.78,2.702,72.0
2.2800000000000002,14.799999999999999,2.701,72.0
2.2800000000000002,14.799999999999999,2.701,72.0
2.3,14.78,2.7,72.0
2.3,14.78,2.7,71.0
2.27,14.770000000000001,2.699,72.0
2.27,14.770000000000001,2.699,72.0
2.2800000000000002,14.72,2.702,71.0
2.2800000000000002,14.72,2.702,72.0
2.29,14.78,2.702,70.0
2.29,14.78,2.702,71.0
2.27,14.750000000000002,2.702,72.0
2.27,14.750000000000002,2.702,72.0
2.3,14.76,2.7030000000000003,72.0
2.3,14.76,2.7030000000000003,73.0
2.2800000000000002,14.74,2.699,71.0
2.2800000000000002,14.74,2.699,71.0
2.29,14.729999999999999,2.698,72.0
2.29,14.729999999999999,2.698,72.0
2.27,14.76,2.699,71.0
2.27,14.76,2.699,72.0
2.27,14.750000000000002,2.698,72.0
2.27,14.750000000000002,2.698,71.0
2.29,14.729999999999999,2.705,72.0
2.29,14.729999999999999,2.705,70.0
2.3,14.72,2.707,71.0
2.3,14.72,2.707,72.0
2.31,14.76,2.7089999999999996,72.0
2.31,14.76,2.7089999999999996,72.0
2.3,14.750000000000002,2.707,73.0
2.3,14.750000000000002,2.707,71.0
2.2600000000000002,14.790000000000001,2.7030000000000003,71.0
2.2600000000000002,14.790000000000001,2.7030000000000003,72.0
2.2600000000000002,14.770000000000001,2.699,72.0
2.2600000000000002,14.770000000000001,2.699,72.0
2.29,14.729999999999999,2.698,72.0
2.29,14.729999999999999,2.698,72.0
2.27,14.750000000000002,2.697,72.0
2.27,14.750000000000002,2.697,72.0
2.27,14.72,2.7,71.0
2.27,14.72,2.7,71.0
2.27,14.76,2.7030000000000003,71.0
2.27,14.76,2.7030000000000003,71.0
2.31,14.709999999999999,2.701,71.0
2.31,14.709999999999999,2.701,72.0
2.2800000000000002,14.74,2.695,73.0
2.2800000000000002,14.74,2.695,71.0
2.2800000000000002,14.74,2.7,72.0
2.2800000000000002,14.74,2.7,71.0
2.3,14.750000000000002,2.701,72.0
2.3,14.750000000000002,2.701,73.0
2.3,14.72,2.701,71.0
2.3,14.72,2.701,72.0
2.2800000000000002,14.74,2.702,72.0
2.2800000000000002,14.74,2.702,72.0
2.3,14.729999999999999,2.7030000000000003,71.0
2.3,14.729999999999999,2.7030000000000003,72.0
2.29,14.729999999999999,2.702,72.0
2.29,14.729999999999999,2.702,71.0
2.2800000000000002,14.729999999999999,2.701,72.0
2.2800000000000002,14.729999999999999,2.701,70.0
2.2800000000000002,14.76,2.695,71.0
2.2800000000000002,14.76,2.695,72.0
2.31,14.750000000000002,2.699,72.0
2.31,14.750000000000002,2.699,72.0
2.29,14.74,2.699,73.0
2.29,14.74,2.699,71.0
2.3,14.74,2.701,71.0
2.3,14.74,2.701,72.0
2.2800000000000002,14.729999999999999,2.702,72.0
2.2800000000000002,14.729999999999999,2.702,72.0
2.3,14.750000000000002,2.7,72.0
2.3,14.750000000000002,2.7,72.0
2.29,14.76,2.701,72.0
2.29,14.76,2.701,72.0
2.3,14.72,2.702,71.0
2.3,14.72,2.702,71.0
2.3,14.74,2.701,71.0
2.3,14.74,2.701,71.0
2.2800000000000002,14.76,2.7,71.0
2.2800000000000002,14.76,2.7,72.0
2.2600000000000002,14.770000000000001,2.694,73.0
2.2600000000000002,14.770000000000001,2.694,71.0
2.2800000000000002,14.74,2.696,72.0
2.2800000000000002,14.74,2.696,71.0
2.3,14.729999999999999,2.702,72.0
2.3,14.729999999999999,2.702,73.0
2.3,14.750000000000002,2.705,71.0
2.3,14.750000000000002,2.705,72.0
2.29,14.750000000000002,2.707,72.0
2.29,14.750000000000002,2.707,72.0
2.2800000000000002,14.790000000000001,2.7060000000000004,72.0
2.2800000000000002,14.790000000000001,2.7060000000000004,72.0
2.29,14.74,2.702,72.0
2.29,14.74,2.702,72.0
2.2600000000000002,14.78,2.699,71.0
2.2600000000000002,14.78,2.699,71.0
2.2600000000000002,14.76,2.698,72.0
2.2600000000000002,14.76,2.698,71.0
2.3,14.74,2.7,73.0
2.3,14.74,2.7,72.0
2.27,14.729999999999999,2.702,72.0
2.27,14.729999999999999,2.702,72.0
2.29,14.729999999999999,2.71,72.0
2.29,14.729999999999999,2.71,72.0
2.3,14.72,2.7089999999999996,72.0
2.3,14.72,2.7089999999999996,72.0
2.27,14.709999999999999,2.707,72.0
2.27,14.709999999999999,2.707,72.0
2.29,14.729999999999999,2.701,71.0
2.29,14.729999999999999,2.701,71.0
2.2600000000000002,14.729999999999999,2.698,72.0
2.2600000000000002,14.729999999999999,2.698,71.0
2.2800000000000002,14.74,2.7,72.0
2.2800000000000002,14.74,2.7,72.0
2.29,14.709999999999999,2.7,71.0
2.29,14.709999999999999,2.7,72.0
2.29,14.729999999999999,2.698,72.0
2.29,14.729999999999999,2.698,71.0
2.3,14.72,2.7060000000000004,72.0
2.3,14.72,2.7060000000000004,70.0
2.31,14.709999999999999,2.707,71.0
2.31,14.709999999999999,2.707,72.0
2.27,14.729999999999999,2.705,72.0
2.27,14.729999999999999,2.705,72.0
2.2800000000000002,14.74,2.701,73.0
2.2800000000000002,14.74,2.701,71.0
2.29,14.74,2.7,71.0
2.29,14.74,2.7,72.0
2.2800000000000002,14.729999999999999,2.695,72.0
2.2800000000000002,14.729999999999999,2.695,72.0
2.29,14.74,2.696,72.0
2.29,14.74,2.696,72.0
2.3,14.770000000000001,2.705,72.0
2.3,14.770000000000001,2.705,72.0
2.2800000000000002,14.74,2.7060000000000004,71.0
2.2800000000000002,14.74,2.7060000000000004,71.0
2.2800000000000002,14.729999999999999,2.7030000000000003,71.0
2.2800000000000002,14.729999999999999,2.7030000000000003,71.0
2.2800000000000002,14.750000000000002,2.699,71.0
2.2800000000000002,14.750000000000002,2.699,72.0
2.2800000000000002,14.76,2.699,73.0
2.2800000000000002,14.76,2.699,71.0
2.29,14.78,2.6919999999999997,72.0
2.29,14.78,2.6919999999999997,71.0
2.29,14.750000000000002,2.699,72.0
2.29,14.750000000000002,2.699,73.0
2.29,14.83,2.7030000000000003,71.0
2.29,14.83,2.7030000000000003,72.0
2.3,14.799999999999999,2.708,72.0
2.3,14.799999999999999,2.708,72.0
2.31,14.799999999999999,2.707,71.0
2.31,14.799999999999999,2.707,72.0
2.31,14.799999999999999,2.7060000000000004,72.0
2.31,14.799999999999999,2.7060000000000004,71.0
2.31,14.81,2.702,72.0
2.31,14.81,2.702,70.0
2.3,14.799999999999999,2.7,71.0
2.3,14.799999999999999,2.7,72.0
2.31,14.78,2.6910000000000003,72.0
2.31,14.78,2.6910000000000003,72.0
2.3,14.81,2.7,73.0
2.3,14.81,2.7,71.0
2.31,14.840000000000002,2.707,71.0
2.31,14.840000000000002,2.707,72.0
2.31,14.83,2.7089999999999996,72.0
2.31,14.83,2.7089999999999996,72.0
2.3,14.81,2.7089999999999996,72.0
2.3,14.81,2.7089999999999996,72.0
2.3,14.81,2.705,72.0
2.3,14.81,2.705,72.0
2.31,14.85,2.696,71.0
2.31,14.85,2.696,71.0
2.3,14.840000000000002,2.696,71.0
2.3,14.840000000000002,2.696,71.0
2.29,14.820000000000002,2.698,71.0
2.29,14.820000000000002,2.698,72.0
2.29,14.83,2.701,73.0
2.29,14.83,2.701,71.0
2.31,14.85,2.7039999999999997,72.0
2.31,14.85,2.7039999999999997,71.0
2.33,14.83,2.7030000000000003,72.0
2.33,14.83,2.7030000000000003,73.0
2.32,14.820000000000002,2.702,71.0
2.32,14.820000000000002,2.702,72.0
2.3,14.85,2.698,72.0
2.3,14.85,2.698,72.0
2.31,14.88,2.699,72.0
2.31,14.88,2.699,72.0
2.3,14.97,2.7,72.0
2.3,14.97,2.7,72.0
2.32,14.94,2.705,71.0
2.32,14.94,2.705,71.0
2.34,14.910000000000002,2.713,72.0
2.34,14.910000000000002,2.713,71.0
2.34,14.930000000000001,2.71,73.0
2.34,14.930000000000001,2.71,72.0
2.35,14.99,2.707,72.0
2.35,14.99,2.707,72.0
2.31,15.070000000000002,2.699,72.0
2.31,15.070000000000002,2.699,72.0
2.33,14.930000000000001,2.697,72.0
2.33,14.930000000000001,2.697,72.0
2.3600000000000003,14.94,2.7,72.0
2.3600000000000003,14.94,2.7,72.0
2.33,14.889999999999999,2.702,71.0
2.33,14.889999999999999,2.702,71.0
2.35,14.950000000000001,2.7060000000000004,72.0
2.35,14.950000000000001,2.7060000000000004,71.0
2.34,14.74,2.7039999999999997,73.0
2.34,14.74,2.7039999999999997,72.0
2.33,14.729999999999999,2.701,72.0
2.33,14.729999999999999,2.701,72.0
2.34,14.750000000000002,2.698,72.0
2.34,14.750000000000002,2.698,72.0
2.31,14.76,2.699,71.0
2.31,14.76,2.699,72.0
2.31,14.78,2.7030000000000003,72.0
2.31,14.78,2.7030000000000003,71.0
2.32,14.750000000000002,2.707,72.0
2.32,14.750000000000002,2.707,70.0
2.35,14.83,2.707,71.0
2.35,14.83,2.707,72.0
2.34,14.799999999999999,2.7,72.0
2.34,14.799999999999999,2.7,72.0
2.4,14.799999999999999,2.697,73.0
2.4,14.799999999999999,2.697,71.0
2.33,14.799999999999999,2.699,71.0
2.33,14.799999999999999,2.699,72.0
2.31,14.81,2.702,72.0
2.31,14.81,2.702,72.0
2.32,14.799999999999999,2.708,72.0
2.32,14.799999999999999,2.708,72.0
2.33,14.78,2.7119999999999997,72.0
2.33,14.78,2.7119999999999997,72.0
2.32,14.81,2.7089999999999996,71.0
2.32,14.81,2.7089999999999996,71.0
2.33,14.840000000000002,2.707,71.0
2.33,14.840000000000002,2.707,71.0
2.3,14.83,2.701,71.0
2.3,14.83,2.701,72.0
2.33,14.81,2.697,73.0
2.33,14.81,2.697,71.0
2.31,14.81,2.699,72.0
2.31,14.81,2.699,71.0
2.31,14.85,2.702,72.0
2.31,14.85,2.702,73.0
2.33,14.840000000000002,2.707,71.0
2.33,14.840000000000002,2.707,72.0
2.33,14.820000000000002,2.71,72.0
2.33,14.820000000000002,2.71,71.0
2.33,14.83,2.7089999999999996,72.0
2.33,14.83,2.7089999999999996,72.0
2.31,14.85,2.707,71.0
2.31,14.85,2.707,72.0
2.32,14.83,2.699,70.0
2.32,14.83,2.699,71.0
2.38,14.820000000000002,2.698,72.0
2.38,14.820000000000002,2.698,72.0
2.31,14.85,2.7039999999999997,72.0
2.31,14.85,2.7039999999999997,73.0
2.35,14.88,2.707,71.0
2.35,14.88,2.707,71.0
2.37,14.97,2.7060000000000004,72.0
2.37,14.97,2.7060000000000004,72.0
2.34,14.94,2.699,72.0
2.34,14.94,2.699,72.0
2.37,14.910000000000002,2.698,72.0
2.37,14.910000000000002,2.698,72.0
2.2800000000000002,14.930000000000001,2.693,72.0
2.2800000000000002,14.930000000000001,2.693,71.0
2.2800000000000002,14.99,2.7,71.0
2.2800000000000002,14.99,2.7,71.0
2.29,15.070000000000002,2.701,71.0
2.29,15.070000000000002,2.701,71.0
2.3,14.930000000000001,2.7039999999999997,72.0
2.3,14.930000000000001,2.7039999999999997,73.0
2.3,14.94,2.7060000000000004,71.0
2.3,14.94,2.7060000000000004,72.0
2.27,14.889999999999999,2.7039999999999997,71.0
2.27,14.889999999999999,2.7039999999999997,72.0
2.31,14.950000000000001,2.7030000000000003,73.0
2.31,14.950000000000001,2.7030000000000003,71.0
2.3,14.74,2.7,72.0
2.3,14.729999999999999,2.7,72.0
2.35,14.729999999999999,2.699,72.0
2.35,14.729999999999999,2.699,71.0
2.35,14.729999999999999,2.7030000000000003,72.0
2.35,14.72,2.7030000000000003,72.0
1.7399999999999998,14.72,2.702,71.0
1.7399999999999998,14.709999999999999,2.702,72.0
2.21,14.709999999999999,2.69,70.0
2.21,14.729999999999999,2.69,71.0
2.35,14.729999999999999,2.701,72.0
2.35,14.729999999999999,2.701,72.0
2.48,14.729999999999999,2.708,72.0
2.48,14.74,2.708,73.0
2.4,14.74,2.7119999999999997,71.0
2.4,14.709999999999999,2.7119999999999997,71.0
2.43,14.709999999999999,2.714,72.0
2.43,14.729999999999999,2.714,72.0
2.46,14.729999999999999,2.707,72.0
2.46,14.72,2.707,72.0
2.45,14.72,2.7030000000000003,72.0
2.45,14.709999999999999,2.7030000000000003,72.0
2.46,14.709999999999999,2.698,72.0
2.46,14.729999999999999,2.698,71.0
2.45,14.729999999999999,2.697,71.0
2.45,14.74,2.697,71.0
2.46,14.74,2.702,71.0
2.46,14.74,2.702,71.0
2.57,14.74,2.708,72.0
2.57,14.729999999999999,2.708,73.0
2.48,14.729999999999999,2.708,71.0
2.48,14.74,2.708,72.0
2.48,14.74,2.702,71.0
2.48,14.770000000000001,2.702,72.0
2.55,14.770000000000001,2.698,73.0
2.55,14.74,2.698,71.0
2.44,14.74,2.699,72.0
2.44,14.729999999999999,2.699,72.0
2.46,14.729999999999999,2.702,72.0
2.46,14.750000000000002,2.702,72.0
2.46,14.750000000000002,2.701,72.0
2.46,14.76,2.701,72.0
2.4899999999999998,14.76,2.702,72.0
2.4899999999999998,14.78,2.702,71.0
2.4699999999999998,14.78,2.701,71.0
2.4699999999999998,14.750000000000002,2.701,72.0
2.4699999999999998,14.750000000000002,2.698,71.0
2.4699999999999998,14.83,2.698,73.0
2.46,14.83,2.697,72.0
2.46,14.799999999999999,2.697,72.0
2.45,14.799999999999999,2.699,72.0
2.45,14.799999999999999,2.699,72.0
2.44,14.799999999999999,2.705,72.0
2.44,14.799999999999999,2.705,72.0
2.42,14.799999999999999,2.7089999999999996,72.0
2.42,14.81,2.7089999999999996,72.0
2.43,14.81,2.7089999999999996,72.0
2.43,14.799999999999999,2.7089999999999996,71.0
2.4,14.799999999999999,2.705,71.0
2.4,14.78,2.705,72.0
2.3899999999999997,14.78,2.705,71.0
2.3899999999999997,14.81,2.705,73.0
2.4,14.81,2.7,72.0
2.4,14.840000000000002,2.7,72.0
2.3899999999999997,14.840000000000002,2.697,72.0
2.3899999999999997,14.83,2.697,72.0
2.38,14.83,2.696,72.0
2.38,14.81,2.696,71.0
2.41,14.81,2.7,72.0
2.41,14.81,2.7,72.0
2.4,14.81,2.708,71.0
2.4,14.85,2.708,72.0
2.4,14.85,2.713,70.0
2.4,14.840000000000002,2.713,71.0
2.48,14.840000000000002,2.7039999999999997,72.0
2.48,14.820000000000002,2.7039999999999997,72.0
2.4699999999999998,14.820000000000002,2.699,72.0
2.4699999999999998,14.83,2.699,73.0
2.48,14.83,2.699,71.0
2.48,14.85,2.699,71.0
2.5,14.85,2.699,72.0
2.5,14.83,2.699,72.0
2.4699999999999998,14.83,2.701,72.0
2.4699999999999998,14.820000000000002,2.701,72.0
2.4899999999999998,14.820000000000002,2.7039999999999997,71.0
2.4899999999999998,14.85,2.7039999999999997,72.0
2.4699999999999998,14.85,2.7089999999999996,72.0
2.4699999999999998,14.88,2.7089999999999996,71.0
2.5100000000000002,14.88,2.708,72.0
2.5100000000000002,14.97,2.708,70.0
2.5,14.97,2.705,71.0
2.5,14.94,2.705,72.0
2.46,14.94,2.7030000000000003,72.0
2.46,14.910000000000002,2.7030000000000003,72.0
2.46,14.910000000000002,2.7,73.0
2.46,14.930000000000001,2.7,71.0
2.46,14.930000000000001,2.698,71.0
2.46,14.99,2.698,72.0
2.5,14.99,2.697,72.0
2.5,15.070000000000002,2.697,72.0
2.4899999999999998,15.070000000000002,2.7030000000000003,72.0
2.4899999999999998,14.930000000000001,2.7030000000000003,72.0
2.4899999999999998,14.930000000000001,2.7060000000000004,72.0
2.4899999999999998,14.94,2.7060000000000004,72.0
2.48,14.94,2.7089999999999996,71.0
2.48,14.889999999999999,2.7089999999999996,71.0
2.5100000000000002,14.889999999999999,2.7030000000000003,71.0
2.5100000000000002,14.950000000000001,2.7030000000000003,71.0
2.44,14.950000000000001,2.696,71.0
2.44,14.74,2.696,72.0
2.4899999999999998,14.74,2.702,73.0
2.4899999999999998,14.729999999999999,2.702,71.0
2.48,14.729999999999999,2.698,72.0
2.48,14.72,2.698,71.0
2.48,14.72,2.696,72.0
2.48,14.709999999999999,2.696,73.0
2.46,14.709999999999999,2.7039999999999997,71.0
2.46,14.729999999999999,2.7039999999999997,72.0
2.52,14.729999999999999,2.705,72.0
2.52,14.74,2.705,72.0
2.4899999999999998,14.74,2.7060000000000004,71.0
2.4899999999999998,14.74,2.7060000000000004,72.0
2.4899999999999998,14.74,2.699,72.0
2.4899999999999998,14.729999999999999,2.699,71.0
2.5,14.729999999999999,2.698,72.0
2.5,14.74,2.698,70.0
2.48,14.74,2.694,71.0
2.48,14.770000000000001,2.694,72.0
2.48,14.770000000000001,2.701,72.0
2.48,14.74,2.701,72.0
2.4899999999999998,14.74,2.542,73.0
2.4899999999999998,14.729999999999999,2.542,71.0
2.4899999999999998,14.729999999999999,2.481,71.0
2.4899999999999998,14.750000000000002,2.481,72.0
10.540000000000001,14.750000000000002,2.476,72.0
10.540000000000001,14.76,2.476,72.0
9.27,14.76,2.474,72.0
9.27,14.78,2.474,72.0
9.07,14.78,2.468,72.0
9.07,14.750000000000002,2.468,72.0
9.01,14.750000000000002,2.464,71.0
9.01,14.83,2.464,71.0
9.05,14.83,2.467,71.0
9.05,14.799999999999999,2.467,71.0
9.040000000000001,14.799999999999999,2.496,71.0
9.040000000000001,14.799999999999999,2.496,72.0
8.98,14.799999999999999,2.54,73.0
8.98,14.799999999999999,2.54,71.0
8.95,14.799999999999999,2.605,72.0
8.95,14.81,2.605,71.0
8.790000000000001,14.81,2.673,72.0
8.790000000000001,14.799999999999999,2.673,73.0
8.58,14.799999999999999,2.72,71.0
8.58,14.78,2.72,72.0
8.25,14.78,2.745,72.0
8.25,14.81,2.745,72.0
7.92,14.81,2.7510000000000003,72.0
7.92,14.840000000000002,2.7510000000000003,72.0
7.609999999999999,14.840000000000002,2.7560000000000002,72.0
7.609999999999999,14.83,2.7560000000000002,72.0
7.33,14.83,2.748,71.0
7.33,14.81,2.748,71.0
7.18,14.81,2.741,72.0
7.18,14.81,2.741,71.0
7.05,14.81,2.735,73.0
7.05,14.85,2.735,72.0
7.0,14.85,2.728,72.0
7.0,14.840000000000002,2.728,72.0
6.93,14.840000000000002,2.72,72.0
6.93,14.820000000000002,2.72,72.0
6.890000000000001,14.820000000000002,2.707,72.0
6.890000000000001,14.83,2.707,72.0
6.890000000000001,14.83,2.699,72.0
6.65,14.85,2.694,72.0
6.68,14.85,2.685,71.0
6.7,14.83,2.677,71.0
6.74,14.83,2.67,72.0
6.720000000000001,14.820000000000002,2.6630000000000003,71.0
6.779999999999999,14.820000000000002,2.658,73.0
6.58,14.85,2.65,72.0
6.609999999999999,14.85,2.648,72.0
6.56,14.88,2.65,72.0
6.57,14.88,2.6510000000000002,72.0
6.640000000000001,14.97,2.654,72.0
6.63,14.97,2.657,71.0
6.67,14.94,2.655,72.0
6.7299999999999995,14.94,2.656,72.0
6.7,14.910000000000002,2.6519999999999997,71.0
6.63,14.910000000000002,2.653,72.0
6.640000000000001,14.930000000000001,2.6430000000000002,70.0
6.67,14.930000000000001,2.654,71.0
6.7,14.99,2.654,72.0
6.74,14.99,2.655,72.0
6.82,15.070000000000002,2.656,72.0
6.74,15.070000000000002,2.653,71.0
6.779999999999999,14.930000000000001,2.654,72.0
6.909999999999999,14.930000000000001,2.6489999999999996,72.0
6.9,14.94,2.648,71.0
6.94,14.94,2.6510000000000002,72.0
6.92,14.889999999999999,2.6519999999999997,70.0
6.88,14.889999999999999,2.654,71.0
6.85,14.950000000000001,2.6519999999999997,72.0
6.85,14.950000000000001,2.654,72.0
6.83,14.74,2.655,72.0
6.840000000000001,14.74,2.6519999999999997,73.0
6.83,14.729999999999999,2.6519999999999997,71.0
6.83,14.729999999999999,2.65,71.0
7.0200000000000005,14.750000000000002,2.6489999999999996,72.0
7.01,14.750000000000002,2.6489999999999996,72.0
7.029999999999999,14.76,2.6430000000000002,72.0
6.970000000000001,14.76,2.6510000000000002,72.0
6.94,14.78,2.6519999999999997,72.0
6.909999999999999,14.78,2.6489999999999996,72.0
6.95,14.750000000000002,2.6430000000000002,72.0
8.16,14.750000000000002,2.6430000000000002,71.0
7.15,14.83,2.657,71.0
6.9799999999999995,14.83,2.656,71.0
6.95,14.799999999999999,2.659,71.0
6.859999999999999,14.799999999999999,2.659,71.0
6.85,14.799999999999999,2.658,72.0
6.87,14.799999999999999,2.6510000000000002,73.0
6.88,14.799999999999999,2.648,71.0
6.87,14.799999999999999,2.659,72.0
6.87,14.81,2.693,71.0
6.8,14.81,2.738,72.0
4.4,14.799999999999999,2.78,73.0
4.4,14.799999999999999,2.802,71.0
4.29,14.78,2.8110000000000004,72.0
4.11,14.78,2.8110000000000004,72.0
3.53,14.81,2.807,72.0
3.81,14.81,2.799,71.0
3.8600000000000003,14.840000000000002,2.792,72.0
3.72,14.840000000000002,2.782,72.0
3.7,14.83,2.775,71.0
3.7,14.83,2.7680000000000002,72.0
3.7299999999999995,14.81,2.7569999999999997,70.0
3.7399999999999998,14.81,2.75,71.0
3.6,14.81,2.7430000000000003,72.0
3.6399999999999997,14.81,2.74,72.0
3.6399999999999997,14.85,2.7489999999999997,72.0
3.6399999999999997,14.85,2.764,73.0
3.7299999999999995,14.840000000000002,2.7760000000000002,71.0
3.71,14.840000000000002,2.7769999999999997,71.0
3.65,14.820000000000002,2.7760000000000002,72.0
3.6700000000000004,14.820000000000002,2.77,72.0
3.6399999999999997,14.83,2.76,72.0
3.59,14.83,2.7539999999999996,72.0
3.6700000000000004,14.85,2.748,72.0
3.65,14.85,2.74,72.0
3.65,14.83,2.747,72.0
3.69,14.83,2.755,71.0
3.6399999999999997,14.820000000000002,2.763,71.0
3.63,14.820000000000002,2.766,71.0
3.37,14.85,2.748,71.0
6.05,14.85,2.7539999999999996,71.0
3.07,14.88,2.764,72.0
3.0100000000000002,14.88,2.762,73.0
2.91,14.97,2.761,71.0
2.88,14.97,2.755,72.0
2.94,14.94,2.7489999999999997,71.0
2.8899999999999997,14.94,2.7460000000000004,72.0
2.79,14.910000000000002,2.747,73.0
2.8899999999999997,14.910000000000002,2.753,71.0
2.8600000000000003,14.930000000000001,2.76,72.0
3.1399999999999997,14.930000000000001,2.76,72.0
3.09,14.99,2.7569999999999997,72.0
3.2700000000000005,14.99,2.702,72.0
8.18,15.070000000000002,2.699,72.0
8.91,15.070000000000002,2.6910000000000003,72.0
6.2,14.930000000000001,2.713,72.0
6.0,14.930000000000001,2.7289999999999996,71.0
5.91,14.94,2.7760000000000002,71.0
5.13,14.94,2.818,72.0
5.14,14.889999999999999,2.844,71.0
5.14,14.889999999999999,2.8569999999999998,73.0
5.09,14.950000000000001,2.861,72.0
4.07,14.950000000000001,2.8539999999999996,72.0
4.51,14.74,2.847,72.0
4.59,14.729999999999999,2.838,72.0
4.5600000000000005,14.729999999999999,2.83,72.0
4.5200000000000005,14.729999999999999,2.82,72.0
4.5,14.729999999999999,2.81,72.0
4.49,14.72,2.802,72.0
4.55,14.72,2.7910000000000004,72.0
5.14,14.709999999999999,2.782,71.0
5.0200000000000005,14.709999999999999,2.7739999999999996,71.0
4.87,14.729999999999999,2.765,72.0
4.85,14.729999999999999,2.7569999999999997,72.0
5.15,14.729999999999999,2.7489999999999997,71.0
5.37,14.729999999999999,2.74,72.0
5.45,14.74,2.7489999999999997,72.0
7.470000000000001,14.74,2.7569999999999997,71.0
7.42,14.709999999999999,2.761,72.0
7.42,14.709999999999999,2.762,70.0
8.17,14.729999999999999,2.763,71.0
5.88,14.729999999999999,2.755,72.0
9.14,14.72,2.747,72.0
9.27,14.72,2.747,72.0
8.43,14.709999999999999,2.752,73.0
8.41,14.709999999999999,2.759,71.0
8.4,14.729999999999999,2.764,71.0
8.379999999999999,14.729999999999999,2.761,72.0
7.56,14.74,2.7569999999999997,72.0
7.56,14.74,2.752,72.0
7.540000000000001,14.74,2.747,72.0
7.18,14.74,2.745,72.0
6.8,14.729999999999999,2.7539999999999996,72.0
6.82,14.729999999999999,2.761,72.0
6.779999999999999,14.74,2.765,71.0
6.16,14.74,2.763,71.0
5.9,14.770000000000001,2.758,71.0
5.79,14.770000000000001,2.753,71.0
4.86,14.74,2.747,71.0
4.95,14.74,2.748,72.0
4.96,14.729999999999999,2.753,73.0
5.01,14.729999999999999,2.7569999999999997,71.0
4.96,14.750000000000002,2.763,72.0
5.029999999999999,14.750000000000002,2.76,71.0
7.24,14.76,2.755,72.0
7.17,14.76,2.75,73.0
6.94,14.78,2.75,71.0
7.92,14.78,2.7489999999999997,72.0
8.92,14.750000000000002,2.7510000000000003,72.0
8.379999999999999,14.750000000000002,2.7560000000000002,72.0
8.32,14.83,2.758,71.0
8.1,14.83,2.7569999999999997,72.0
8.120000000000001,14.799999999999999,2.753,72.0
7.9,14.799999999999999,2.75,71.0
7.909999999999999,14.799999999999999,2.7460000000000004,72.0
7.92,14.799999999999999,2.747,70.0
7.909999999999999,14.799999999999999,2.755,71.0
7.909999999999999,14.799999999999999,2.762,72.0
7.93,14.81,2.763,72.0
7.95,14.81,2.762,72.0
7.93,14.799999999999999,2.755,73.0
7.92,14.799999999999999,2.753,71.0
7.909999999999999,14.78,2.7489999999999997,71.0
7.890000000000001,14.78,2.747,72.0
7.909999999999999,14.81,2.7489999999999997,72.0
7.9,14.81,2.753,72.0
7.9,14.840000000000002,2.76,72.0
7.93,14.840000000000002,2.759,72.0
7.94,14.83,2.758,72.0
7.909999999999999,14.83,2.7539999999999996,72.0
7.92,14.81,2.753,71.0
7.9,14.81,2.747,71.0
7.890000000000001,14.81,2.747,71.0
7.909999999999999,14.81,2.753,71.0
7.909999999999999,14.85,2.759,71.0
7.92,14.85,2.762,72.0
7.92,14.840000000000002,2.758,73.0
7.93,14.840000000000002,2.753,71.0
7.909999999999999,14.820000000000002,2.747,72.0
7.909999999999999,14.820000000000002,2.747,71.0
7.909999999999999,14.83,2.748,72.0
7.9,14.83,2.7569999999999997,73.0
7.93,14.85,2.76,71.0
7.909999999999999,14.85,2.763,72.0
7.93,14.83,2.76,72.0
7.94,14.83,2.752,72.0
7.9,14.820000000000002,2.75,72.0
7.9,14.820000000000002,2.745,72.0
7.890000000000001,14.85,2.7460000000000004,72.0
7.890000000000001,14.85,2.752,72.0
7.909999999999999,14.88,2.7569999999999997,71.0
7.93,14.88,2.762,71.0
7.909999999999999,14.97,2.76,72.0
7.92,14.97,2.7569999999999997,71.0
7.9,14.94,2.752,73.0
7.9,14.94,2.7439999999999998,72.0
7.890000000000001,14.910000000000002,2.739,72.0
7.890000000000001,14.910000000000002,2.7489999999999997,72.0
7.890000000000001,14.930000000000001,2.7539999999999996,72.0
7.9,14.930000000000001,2.7569999999999997,72.0
7.909999999999999,14.99,2.759,72.0
7.92,14.99,2.7560000000000002,72.0
7.909999999999999,15.070000000000002,2.753,72.0
7.9,15.070000000000002,2.748,72.0
7.9,14.930000000000001,2.747,71.0
7.88,14.930000000000001,2.7489999999999997,71.0
7.88,14.94,2.7539999999999996,72.0
